"_id";"address";"dateTime";"lat";"lng";"text";"label";"class_label";"raw_tweet";"location_type";"tokens";"affected_code_lines"
871879408273018880;"Av. Sapopemba, São Paulo - SP, Brazil";"06/05/2017 21:00";-23.6006133;-46.5120845;"trech obr interdit";"Urban Event";3;"Trechos da Avenida Sapopemba serão interditados, das 22h às 5h, para obras do @metrosp_oficial. Desvios: https://t.co/SJvdOH9xLi";"GEOMETRIC_CENTER";"['trech', 'obr', 'interdit']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
871849126299918337;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"06/05/2017 19:00";-23.623863500000002;-46.709926;"castel trech interdit sent";"Urban Event";3;"Trechos da Marginal Tietê, sentido Castelo Branco, serão interditados, das 23h às 4h, p/ manutenção. Alternativas: https://t.co/3W3rfGCJ8W";"GEOMETRIC_CENTER";"['castel', 'trech', 'interdit', 'sent']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
871766563711586304;"Av. do Estado, São Paulo - SP, Brazil";"06/05/2017 13:32";-23.557325100000003;-46.6185356;"liber via naz junt #zc";"Urban Event";3;"Av. do Estado junto à R. Carlos de Sousa Nazaré, via liberada. #ZC";"GEOMETRIC_CENTER";"['liber', 'via', 'naz', 'junt', '#zc']";"[33441, 33058, 34977, 33093, 35143, 33095, 35144, 34419, 34619, 34396]"
871762937198899200;"Av. do Estado, São Paulo - SP, Brazil";"06/05/2017 13:17";-23.557325100000003;-46.6185356;"naz sent interferenc evit junt #zc";"Urban Event";3;"Interferência interdita Av. do Estado, sentido Ipiranga, junto à R. Carlos de Sousa Nazaré. Evite a região. #ZC";"GEOMETRIC_CENTER";"['naz', 'sent', 'interferenc', 'evit', 'junt', '#zc']";"[33441, 33058, 34977, 33093, 35143, 33095, 35144, 34419, 34619, 34396]"
871713954048946176;"R. Evandro Carlos de Andrade - Vila Cordeiro, São Paulo - SP, Brazil";"06/05/2017 10:02";-23.616063399999998;-46.698060399999996;"liber #z sent zaidan relaca junt manifestaca chucr";"Social Event";2;"R Evandro Carlos de Andrade, sentido Morumbi, junto a Av Dr Chucri Zaidan, liberada em relação a manifestação. #ZS";"GEOMETRIC_CENTER";"['liber', '#z', 'sent', 'zaidan', 'relaca', 'junt', 'manifestaca', 'chucr']";"[]"
871712401279901696;"R. Evandro Carlos de Andrade - Vila Cordeiro, São Paulo - SP, Brazil";"06/05/2017 09:56";-23.616063399999998;-46.698060399999996;"#z sent zaidan evit junt manifestaca chucr";"Social Event";2;"Manifestação interdita R Evandro Carlos de Andrade, sentido Morumbi, junto a Av Dr Chucri Zaidan. Evite a região. #ZS";"GEOMETRIC_CENTER";"['#z', 'sent', 'zaidan', 'evit', 'junt', 'manifestaca', 'chucr']";"[]"
871711645474713600;"Av. Engenheiro Luís Carlos Berrini, São Paulo - SP, Brazil";"06/05/2017 09:53";-23.6053566;-46.693030900000004;"liber #z sent prox relaca quint manifestaca";"Social Event";2;"Av Eng Luiz Carlos Berrini, sentido Morumbi, próximo da R Quintana, liberada em relação a manifestação. #ZS";"GEOMETRIC_CENTER";"['liber', '#z', 'sent', 'prox', 'relaca', 'quint', 'manifestaca']";"[33121, 32834, 34789, 33128, 34761, 33130, 33131, 34860, 34007, 34745, 35162, 35230, 34527]"
871708482013204481;"Av. Sapopemba, São Paulo - SP, Brazil";"06/05/2017 09:41";-23.6006133;-46.5120845;"liber via lobat #zl prox interferenc refer";"Urban Event";3;"Referente interferência da Av Sapopemba próximo da R Lobato, via liberada. #ZL";"GEOMETRIC_CENTER";"['liber', 'via', 'lobat', '#zl', 'prox', 'interferenc', 'refer']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
871706303428734976;"Av. Engenheiro Luís Carlos Berrini, São Paulo - SP, Brazil";"06/05/2017 09:32";-23.6053566;-46.693030900000004;"#z sent prox quint evit mov manifestaca";"Social Event";2;"Manifestação em movimento Av Eng Luiz Carlos Berrini, sentido Morumbi, próximo da R Quintana. Evite a região. #ZS";"GEOMETRIC_CENTER";"['#z', 'sent', 'prox', 'quint', 'evit', 'mov', 'manifestaca']";"[33121, 32834, 34789, 33128, 34761, 33130, 33131, 34860, 34007, 34745, 35162, 35230, 34527]"
871705898250620930;"Av. dos Bandeirantes, São Paulo - SP, Brazil";"06/05/2017 09:30";-23.6126183;-46.671439899999996;"liber #z sent prox vd relaca julia manifestaca cost";"Social Event";2;"Av dos Bandeirantes, sentido Marginal Pinheiros, próximo do Vd João Julião da Costa Aguiar, liberada em relação a manifestação. #ZS";"GEOMETRIC_CENTER";"['liber', '#z', 'sent', 'prox', 'vd', 'relaca', 'julia', 'manifestaca', 'cost']";"[32833, 34210, 33122, 32838, 32837, 32966, 34246, 32776, 34758, 34090, 32939, 35175, 32813, 34062, 32879, 33966, 32849, 34045, 32831]"
871698115463708672;"Av. dos Bandeirantes, São Paulo - SP, Brazil";"06/05/2017 09:00";-23.6126183;-46.671439899999996;"#z sent vd prox julia evit mov manifestaca cost";"Social Event";2;"Manifestação em movimento Av dos Bandeirantes, sentido Marginal Pinheiros, próximo do Vd João Julião da Costa Aguiar. Evite a região. #ZS";"GEOMETRIC_CENTER";"['#z', 'sent', 'vd', 'prox', 'julia', 'evit', 'mov', 'manifestaca', 'cost']";"[32833, 34210, 33122, 32838, 32837, 32966, 34246, 32776, 34758, 34090, 32939, 35175, 32813, 34062, 32879, 33966, 32849, 34045, 32831]"
871697007613759488;"Av. Paulista, São Paulo - SP, Brazil";"06/05/2017 08:55";-23.5632103;-46.654250299999994;"liber #z parais oswald cruz sent prox relaca manifestaca";"Social Event";2;"Av Paulista, sentido Paraíso, próximo da Pça Oswaldo Cruz, liberada em relação a manifestação.  #ZS";"GEOMETRIC_CENTER";"['liber', '#z', 'parais', 'oswald', 'cruz', 'sent', 'prox', 'relaca', 'manifestaca']";"[35229, 33377, 33443, 34660, 34149, 34694, 32772, 33224, 33258, 35148, 33357, 33075, 32885, 34134, 33275, 34108, 33117, 34109, 32892]"
871688115664146432;"Av. Paulista, São Paulo - SP, Brazil";"06/05/2017 08:20";-23.5632103;-46.654250299999994;"#z parais oswald cruz sent prox evit mov manifestaca";"Social Event";2;"Manifestação em movimento Av Paulista, sentido Paraíso, próximo da Pça Oswaldo Cruz. Evite a região. #ZS";"GEOMETRIC_CENTER";"['#z', 'parais', 'oswald', 'cruz', 'sent', 'prox', 'evit', 'mov', 'manifestaca']";"[35229, 33377, 33443, 34660, 34149, 34694, 32772, 33224, 33258, 35148, 33357, 33075, 32885, 34134, 33275, 34108, 33117, 34109, 32892]"
871678820700622848;"Av. Sapopemba, São Paulo - SP, Brazil";"06/05/2017 07:43";-23.6006133;-46.5120845;"liber sent lobat #zl prox interferenc evit refer";"Urban Event";3;"Referente interferência na Av Sapopemba próximo da R Lobato, foi liberado o sentido bairro. Evite a região. #ZL";"GEOMETRIC_CENTER";"['liber', 'sent', 'lobat', '#zl', 'prox', 'interferenc', 'evit', 'refer']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
871659450943377410;"Av. Sapopemba, São Paulo - SP, Brazil";"06/05/2017 06:26";-23.6006133;-46.5120845;"sent ambos lobat #zl prox interferenc interdit evit dev";"Urban Event";3;"Av Sapopemba interditada em ambos os sentidos, próximo da R Lobato, devido interferência. Evite a região. #ZL";"GEOMETRIC_CENTER";"['sent', 'ambos', 'lobat', '#zl', 'prox', 'interferenc', 'interdit', 'evit', 'dev']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
871532040302276608;"Túnel 9 de Julho, São Paulo - SP, Brazil";"06/04/2017 22:00";-23.562425199999996;-46.656176200000004;"limp serv interdit";"Urban Event";3;"Túnel Daher Elias Cutait (Nove de Julho) será interditado, das 23h30 às 4h30, para serviços de limpeza. Desvios: https://t.co/sd36JLbMn5";"GEOMETRIC_CENTER";"['limp', 'serv', 'interdit']";"[33284, 32772, 34694, 35207, 34061, 34062, 34831, 34064, 35229, 33443, 34085, 32805, 34218, 32814, 33075, 32825, 32826, 32827, 34233, 32829, 34108, 34109, 35011, 33224, 35148, 33357, 33236, 34134, 34139, 33117, 33245, 33377, 33123, 34660, 34789, 33126, 35174, 33128, 33129, 34149, 33258, 32885, 33275, 32892, 34685]"
871484875597127682;"R. Fernão Dias - Pinheiros, São Paulo - SP, Brazil";"06/04/2017 18:52";-23.5645727;-46.695506099999996;"junt via liber #zo";"Urban Event";3;"Rua Fernão Dias junto a Rua Sumidouro. Via liberada. #ZO";"GEOMETRIC_CENTER";"['junt', 'via', 'liber', '#zo']";"[35200, 35201, 35203, 33540, 33543, 35080, 33544, 35083, 33425, 35230, 34084, 35109, 33190, 34856, 34857, 35246, 32815, 32953, 32834, 34883, 34761, 35147, 35278, 35280, 33233, 33232, 33237, 34903, 33241, 33114, 34138, 33116, 34140, 33243, 35162, 34139, 33635, 33251, 33255, 33389, 33398, 33274, 33276, 35069, 35197]"
871434868772810753;"R. Fernão Dias - Pinheiros, São Paulo - SP, Brazil";"06/04/2017 15:33";-23.5645727;-46.695506099999996;"junt manifestaca #zo evit";"Social Event";2;"Manifestação interdita Rua Fernão Dias, junto a Rua Sumidouro. Evite a região. #ZO";"GEOMETRIC_CENTER";"['junt', 'manifestaca', '#zo', 'evit']";"[35200, 35201, 35203, 33540, 33543, 35080, 33544, 35083, 33425, 35230, 34084, 35109, 33190, 34856, 34857, 35246, 32815, 32953, 32834, 34883, 34761, 35147, 35278, 35280, 33233, 33232, 33237, 34903, 33241, 33114, 34138, 33116, 34140, 33243, 35162, 34139, 33635, 33251, 33255, 33389, 33398, 33274, 33276, 35069, 35197]"
871396142306742272;"R. Mogeiro, 145 - Vila Perus, São Paulo - SP, 05208-230, Brazil";"06/04/2017 13:00";-23.4104807;-46.7580065;"peru #peru interdit fest realizaca samb";"Social Event";2;"#Perus: R Mogeiro (Praça do Samba) está interditada para a realização do evento “Festa de São João de Perus”: https://t.co/pHOd6JuPHd";"ROOFTOP";"['peru', '#peru', 'interdit', 'fest', 'realizaca', 'samb']";"[33573, 33222, 33576, 35061, 33176, 34909, 33566]"
871033763953864704;"R. Plínio Figueiredo - Bela Vista, São Paulo - SP, 01308-080, Brazil";"06/03/2017 13:00";-23.5611212;-46.656226399999994;"estacion guind interdit";"Urban Event";3;"Rua Plínio de Figueiredo será parcialmente interditada, das 15h às 24h, para estacionamento de guindaste. Desvios: https://t.co/NdriMbsuMC";"GEOMETRIC_CENTER";"['estacion', 'guind', 'interdit']";"[32772, 33284, 34694, 34061, 34062, 34831, 34064, 35229, 33443, 32805, 34085, 34218, 32814, 33075, 32825, 32826, 32827, 34108, 34109, 32829, 34233, 35011, 33224, 35148, 33357, 33236, 34134, 34139, 33117, 33245, 33377, 33123, 34660, 34149, 33126, 34789, 33128, 33129, 33258, 35174, 32885, 33275, 32892, 34685]"
870953984697262080;"Tatuapé, São Paulo - State of São Paulo, Brazil";"06/03/2017 07:43";-23.5352452;-46.575463;"tatuap #zl liber sent";"Urban Event";3;"Ponte Deputado Ricardo Izar (Ponte do Tatuapé) no sentido marginal liberada. #ZL";"APPROXIMATE";"['tatuap', '#zl', 'liber', 'sent']";"[32903, 33165, 32910, 32909, 32912, 32913, 33680, 35103, 33472, 33474, 33486, 32975, 33873, 34386, 33624, 33625, 34650, 33629, 33000, 33009, 33142, 33144, 34938, 33146, 33151]"
870946681189224448;"Tatuapé, São Paulo - State of São Paulo, Brazil";"06/03/2017 07:14";-23.5352452;-46.575463;"sent tatuap #zl interferenc evit";"Urban Event";3;"Interferência interdita a Ponte Deputado Ricardo Izar (Ponte do Tatuapé) no sentido marginal. Evite a região. #ZL";"APPROXIMATE";"['sent', 'tatuap', '#zl', 'interferenc', 'evit']";"[32903, 33165, 32910, 32909, 32912, 32913, 33680, 35103, 33472, 33474, 33486, 32975, 33873, 34386, 33624, 33625, 34650, 33629, 33000, 33009, 33142, 33144, 34938, 33146, 33151]"
870920513136328706;"R. Berlioz, São Paulo - SP, Brazil";"06/03/2017 05:30";-23.5429217;-46.7145135;"#pinh realizaca monitor bloquei";"Social Event";2;"Trânsito na R Berlioz, #Pinheiros, será monitorado, das 6h às 17h, p/ realização de evento. Bloqueio: https://t.co/lIrpbRGkbh";"GEOMETRIC_CENTER";"['#pinh', 'realizaca', 'monitor', 'bloquei']";"[]"
870762400903049216;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"06/02/2017 19:01";-23.623863500000002;-46.709926;"liber #z dua refer pist manifestaca";"Social Event";2;"Marginal Pinheiros liberada as duas pistas referente a manifestação. #ZS";"GEOMETRIC_CENTER";"['liber', '#z', 'dua', 'refer', 'pist', 'manifestaca']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
870761966981218306;"Av. Sapopemba, São Paulo - SP, Brazil";"06/02/2017 19:00";-23.6006133;-46.5120845;"trech obr bloquei interdit";"Urban Event";3;"Trecho da Avenida Sapopemba será interditado, das 21h às 5h, para obras do @metrosp_oficial. Bloqueio e desvios: https://t.co/bxPkbygDc5";"GEOMETRIC_CENTER";"['trech', 'obr', 'bloquei', 'interdit']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
870760894439063552;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"06/02/2017 18:55";-23.623863500000002;-46.709926;"eng #z express sent prox local pist manifestaca";"Social Event";2;"Manifestação interdita a Marginal Pinheiros, sentido Interlagos,  pistas local e expressa próximo a Ponte Engº Ary Torres. #ZS";"GEOMETRIC_CENTER";"['eng', '#z', 'express', 'sent', 'prox', 'local', 'pist', 'manifestaca']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
870444866916012036;"Túnel Fernando Vieira de Mello, São Paulo - SP, Brazil";"06/01/2017 22:00";-23.5710091;-46.6911671;"limp interdit";"Urban Event";3;"Túnel Fernando Vieira de Mello será interditado, das 23h30 às 4h30, para manutenção e limpeza. Desvio: https://t.co/FydxqytH2O";"GEOMETRIC_CENTER";"['limp', 'interdit']";"[33280, 34693, 34694, 33544, 34831, 34832, 34196, 34840, 33564, 35230, 34083, 34084, 35109, 33191, 34856, 34857, 32815, 34098, 33336, 32953, 32834, 35011, 34883, 34761, 35147, 35276, 35278, 33232, 33233, 33236, 33241, 33114, 33243, 33116, 34138, 35162, 33372, 34144, 34139, 34659, 34660, 33253, 32869, 32871, 33258, 35179, 33131, 33389, 33264, 33272, 33275, 35196, 33277]"
870306696182337536;"R. Boa Vista - Centro, São Paulo - SP, Brazil";"06/01/2017 12:51";-23.546365100000003;-46.6334714;"liber via prox refer #zc manifestaca";"Social Event";2;"Referente manifestação na  R Boa Vista próximo da Pça da Sé. Via liberada. #ZC";"GEOMETRIC_CENTER";"['liber', 'via', 'prox', 'refer', '#zc', 'manifestaca']";"[33536, 34144, 34883, 34884, 33479, 35051, 32885, 34107, 35068, 35229, 33534, 33535]"
870287947161063424;"R. Boa Vista - Centro, São Paulo - SP, Brazil";"06/01/2017 11:36";-23.546365100000003;-46.6334714;"#zc manifestaca prox evit";"Social Event";2;"Manifestação interdita R Boa Vista próximo da Pça da Sé. Evite a região. #ZC";"GEOMETRIC_CENTER";"['#zc', 'manifestaca', 'prox', 'evit']";"[33536, 34144, 34883, 34884, 33479, 35051, 32885, 34107, 35068, 35229, 33534, 33535]"
870037246338007040;"Av. Sapopemba, São Paulo - SP, Brazil";"5/31/17 19:00";-23.6006133;-46.5120845;"trech obr bloquei interdit";"Urban Event";3;"Trecho da Avenida Sapopemba será interditado, das 21h às 5h, para obras do @metrosp_oficial. Bloqueio e desvios: https://t.co/bxPkbygDc5";"GEOMETRIC_CENTER";"['trech', 'obr', 'bloquei', 'interdit']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
869951616350343168;"Av. Brigadeiro Luís Antônio, São Paulo - SP, Brazil";"5/31/17 13:20";-23.5694996;-46.650778;"liber via junt riachuel refer #zc manifestaca";"Social Event";2;"Referente manifestação na Av. Brig. Luis Antonio junto R. Riachuelo, via liberada. #ZC";"GEOMETRIC_CENTER";"['liber', 'via', 'junt', 'riachuel', 'refer', '#zc', 'manifestaca']";"[33121, 33538, 34050, 32772, 32769, 34861, 32816, 33363, 33112, 33336, 33114, 34138, 34076, 35197]"
869931423888797696;"R. Líbero Badaró - Centro, São Paulo - SP, Brazil";"5/31/17 11:59";-23.546751;-46.6364259;"liber encontr relaca riachuel manifest junt #zc manifestaca";"Social Event";2;"Rua Libero Badaró liberada em relação a manifestação. Manifestantes encontram-se na  Av.  Brig. Luis Antonio junto a R. Riachuelo. #ZC";"GEOMETRIC_CENTER";"['liber', 'encontr', 'relaca', 'riachuel', 'manifest', 'junt', '#zc', 'manifestaca']";"[33536, 34144, 34883, 34884, 33253, 33479, 35051, 35280, 34098, 32885, 34107, 35068, 35229, 33534, 33535]"
869920604710998017;"R. Líbero Badaró - Centro, São Paulo - SP, Brazil";"5/31/17 11:16";-23.546751;-46.6364259;"liber encontr prox relaca manifest lgo #zc manifestaca";"Social Event";2;"Lgo Páteo do Colégio liberado em relação a manifestação. Manifestantes se encontram na R. Líbero Badaró próximo do Lgo São Francisco. #ZC";"GEOMETRIC_CENTER";"['liber', 'encontr', 'prox', 'relaca', 'manifest', 'lgo', '#zc', 'manifestaca']";"[33536, 34144, 34883, 34884, 33253, 33479, 35051, 35280, 34098, 32885, 34107, 35068, 35229, 33534, 33535]"
869908959825711105;"Largo Páteo do Colégio - Centro, São Paulo - SP, Brazil";"5/31/17 10:30";-23.548364399999997;-46.632762400000004;"junt #zc manifestaca evit";"Social Event";2;"Manifestação interdita Largo Páteo do Colégio junto a R. Boa Vista. Evite a região. #ZC";"GEOMETRIC_CENTER";"['junt', '#zc', 'manifestaca', 'evit']";"[33536, 34144, 34883, 34884, 33479, 33481, 35051, 32885, 34107, 35068, 35229, 33534, 33535]"
869720094666043392;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"5/30/17 22:00";-23.623863500000002;-46.709926;"interdit express limp sent";"Urban Event";3;"Pista expressa da Marginal Pinheiros, sentido Interlagos, será parcialmente interditada, das 23h às 4h, p/ limpeza: https://t.co/9sUqpBRMDh";"GEOMETRIC_CENTER";"['interdit', 'express', 'limp', 'sent']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
869674892765126658;"Av. Sapopemba, São Paulo - SP, Brazil";"5/30/17 19:00";-23.6006133;-46.5120845;"interdit trech obr sent";"Urban Event";3;"Trecho da Avenida Sapopemba, sentido centro, será interditado, das 22h às 5h, p/ obras do @metrosp_oficial. Desvios https://t.co/3YYnnWyLnv";"GEOMETRIC_CENTER";"['interdit', 'trech', 'obr', 'sent']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
869357833451601921;"Corredor Norte-Sul, 1000 - Centro, São Paulo - SP, 01010-010, Brazil";"5/29/17 22:00";-23.545290100000003;-46.63666749999999;"sant sent limp interdit anhangabau";"Urban Event";3;"Túnel Papa João Paulo II (Anhangabaú) será parcialmente interditado, sentido Santana, das 23h30 às 4h30, p/ limpeza: https://t.co/eCmGf3qEo8";"ROOFTOP";"['sant', 'sent', 'limp', 'interdit', 'anhangabau']";"[33121, 33284, 32837, 34789, 32805, 34061, 34861, 33391, 32846, 35160, 32826, 34045]"
869342664810008577;"Av. Sapopemba, São Paulo - SP, Brazil";"5/29/17 21:00";-23.6006133;-46.5120845;"trech sent interdit metrosp_ofic obr";"Urban Event";3;"Trecho da Avenida Sapopemba, sentido centro, será interditado, das 22h às 5h, p/ obras do metrosp_oficial. Desvios: https://t.co/3YYnnWyLnv";"GEOMETRIC_CENTER";"['trech', 'sent', 'interdit', 'metrosp_ofic', 'obr']";"[33506, 34407, 35145, 33675, 33867, 34391, 34393, 34395, 34397, 34014, 33502]"
869169208000737280;"R. Conselheiro Moreira de Barros, São Paulo - SP, Brazil";"5/29/17 9:31";-23.4859042;-46.6405653;"liber via ramal #zn sent prox interferenc menez refer";"Urban Event";3;"R Conselheiro Moreira de Barros sentido centro, via liberada, próximo da R Ramal dos Menezes, referente interferência. #ZN";"GEOMETRIC_CENTER";"['liber', 'via', 'ramal', '#zn', 'sent', 'prox', 'interferenc', 'menez', 'refer']";"[33312, 33477, 35084, 33325, 33328, 33333, 35032, 33307, 35102, 33311]"
869147676226539520;"R. Conselheiro Moreira de Barros, São Paulo - SP, Brazil";"5/29/17 8:05";-23.4859042;-46.6405653;"via ramal #zn sent prox interferenc interdit menez evit dev";"Urban Event";3;"R Conselheiro Moreira de Barros sentido centro, via interditada próximo da R Ramal dos Menezes, devido interferência. Evite a região. #ZN";"GEOMETRIC_CENTER";"['via', 'ramal', '#zn', 'sent', 'prox', 'interferenc', 'interdit', 'menez', 'evit', 'dev']";"[33312, 33477, 35084, 33325, 33328, 33333, 35032, 33307, 35102, 33311]"
869142605325639680;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"5/29/17 7:45";-23.623863500000002;-46.709926;"liber apo sent interferenc refer #zc";"Urban Event";3;"Marginal Tietê sentido Ayrton Senna, pista central liberada, após Ponte das Bandeiras, referente interferência. #ZC";"GEOMETRIC_CENTER";"['liber', 'apo', 'sent', 'interferenc', 'refer', '#zc']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
869129969582125056;"Via Prof. Simão Faiguenboim, São Paulo - SP, Brazil";"5/29/17 6:55";-23.623863500000002;-46.709926;"apo sent #zc interferenc interdit evit dev";"Urban Event";3;"Marginal Tietê sentido Ayrton Senna, pista central interditada, após Ponte das Bandeiras devido interferência. Evite a região. #ZC";"GEOMETRIC_CENTER";"['apo', 'sent', '#zc', 'interferenc', 'interdit', 'evit', 'dev']";"[33123, 32805, 34085, 34761, 35178, 33558, 34007, 34008, 32953, 32826, 32829]"
868953309712961536;"Av. São Luís, São Paulo - SP, Brazil";"5/28/17 19:13";-23.5463318;-46.6429663;"liber junt sent unic refer #zc manifestaca";"Social Event";2;"Referente manifestação Av. São Luís sentido único junto à Praça da República. Pista liberada. #ZC";"GEOMETRIC_CENTER";"['liber', 'junt', 'sent', 'unic', 'refer', '#zc', 'manifestaca']";"[35174, 33479, 35274, 33200, 34033, 32884, 33206, 33211, 35068, 34107, 33214]"
868936160558673921;"Av. São Luís, São Paulo - SP, Brazil";"5/28/17 18:04";-23.5463318;-46.6429663;"sent faix unic dua evit junt #zc manifestaca";"Social Event";2;"Manifestação interdita duas faixas da Av. São Luís sentido único junto à Praça da República. Evite a região. #ZC";"GEOMETRIC_CENTER";"['sent', 'faix', 'unic', 'dua', 'evit', 'junt', '#zc', 'manifestaca']";"[35174, 33479, 35274, 33200, 34033, 32884, 33206, 33211, 35068, 34107, 33214]"
868932083984601088;"Av. São João, Brazil";"5/28/17 17:48";-23.5350707;-46.6530896;"sent cax evit junt #zc manifestaca duqu";"Social Event";2;"Manifestação interdita uma faixa da Av. São João sentido centro junto à Av. Duque de Caxias. Evite a região. #ZC";"GEOMETRIC_CENTER";"['sent', 'cax', 'evit', 'junt', '#zc', 'manifestaca', 'duqu']";"[35207, 33200, 33075, 33206, 34107, 33211, 33214, 33342, 33343, 33348, 35274, 33354, 33359, 34128, 33234, 33237, 33111, 34140, 33377, 34149, 35051, 34033, 32885, 33398, 35068]"
868925554107527168;"Av. São João, Brazil";"5/28/17 17:22";-23.5350707;-46.6530896;"sent faix dua evit junt #zc manifestaca";"Social Event";2;"Manifestação interdita duas faixas da Av. São João sentido centro junto à Av. Angélica. Evite a região. #ZC";"GEOMETRIC_CENTER";"['sent', 'faix', 'dua', 'evit', 'junt', '#zc', 'manifestaca']";"[35207, 33200, 33075, 33206, 34107, 33211, 33214, 33342, 33343, 33348, 35274, 33354, 33359, 34128, 33234, 33237, 33111, 34140, 33377, 34149, 35051, 34033, 32885, 33398, 35068]"
868233369984913408;"R. da Consolação, São Paulo - SP, Brazil";"5/26/17 19:32";-23.5527045;-46.658864200000004;"liber via refer #zc manifestaca";"Social Event";2;"Referente a manifestação Rua da Consolação via liberada.  #ZC";"GEOMETRIC_CENTER";"['liber', 'via', 'refer', '#zc', 'manifestaca']";"[33280, 32772, 35207, 34832, 33425, 34195, 34840, 35229, 33328, 33457, 34098, 33075, 34101, 34102, 35276, 35280, 33239, 34144, 33377, 33253, 34149, 33131, 33264, 32885, 33272, 35196, 33277]"
868216213058486276;"R. da Consolação, São Paulo - SP, Brazil";"5/26/17 18:24";-23.5527045;-46.658864200000004;"sent #zc evit junt sergip manifestaca";"Social Event";2;"Manifestação interdita Rua da Consolação sentido centro, junto à Rua Sergipe. Evite a região. #ZC";"GEOMETRIC_CENTER";"['sent', '#zc', 'evit', 'junt', 'sergip', 'manifestaca']";"[33280, 32772, 35207, 34832, 33425, 34195, 34840, 35229, 33328, 33457, 34098, 33075, 34101, 34102, 35276, 35280, 33239, 34144, 33377, 33253, 34149, 33131, 33264, 32885, 33272, 35196, 33277]"
868215356564918272;"Av. Rio Branco, São Paulo - SP, Brazil";"5/26/17 18:20";-23.536423199999998;-46.642621399999996;"junt passeat evit refer #zc manifestaca";"Social Event";2;"Referente a manifestação em passeata,  interdita  Avenida Rio Branco junto a Avenida Ipiranga. Evite a região. #ZC";"GEOMETRIC_CENTER";"['junt', 'passeat', 'evit', 'refer', '#zc', 'manifestaca']";"[35072, 32772, 33287, 35085, 34061, 34832, 34200, 32805, 33198, 33328, 34100, 33336, 33343, 33476, 33348, 33226, 33354, 33356, 33229, 33230, 34127, 34128, 33359, 33234, 34140, 33121, 35050, 33264, 32884, 32892, 34045, 33277]"
868208496977874945;"Av. Rio Branco, São Paulo - SP, Brazil";"5/26/17 17:53";-23.536423199999998;-46.642621399999996;"sent passeat princes evit junt #zc manifestaca isabel";"Social Event";2;"Manifestação em passeata interdita  Avenida Rio Branco junto a Praça Princesa Isabel, sentido centro. Evite a região. #ZC";"GEOMETRIC_CENTER";"['sent', 'passeat', 'princes', 'evit', 'junt', '#zc', 'manifestaca', 'isabel']";"[35072, 32772, 33287, 35085, 34061, 34832, 34200, 32805, 33198, 33328, 34100, 33336, 33343, 33476, 33348, 33226, 33354, 33356, 33229, 33230, 34127, 34128, 33359, 33234, 34140, 33121, 35050, 33264, 32884, 32892, 34045, 33277]"
868110632234647552;"Rua Taquari, São Paulo - SP, Brazil";"5/26/17 11:24";-23.550475;-46.5969021;"liber #zl bress prox relaca manifestaca";"Social Event";2;"R Taquari próximo da R Bresser, liberada em relação a manifestação. #ZL";"GEOMETRIC_CENTER";"['liber', '#zl', 'bress', 'prox', 'relaca', 'manifestaca']";"[35145, 33783, 33848, 33049, 34423, 33502]"
868107703033499649;"R. Oriente - Brás, São Paulo - SP, Brazil";"5/26/17 11:12";-23.5379055;-46.617982;"liber #zl bress prox relaca manifest evit manifestaca";"Social Event";2;"R Oriente liberada em relação a manifestação. Manifestantes estão pela R Taquari próximo da R Bresser. Evite a região. #ZL";"GEOMETRIC_CENTER";"['liber', '#zl', 'bress', 'prox', 'relaca', 'manifest', 'evit', 'manifestaca']";"[33473, 33441, 35015, 35146, 33451, 33457, 34962, 33077, 33462, 34395, 33628]"
