text;label;class_label;address;lat;lng;dateTime
@anabellbar ...Com a antecipação do inócio do trajeto dos skatistas, sem autorização prévia, os agentes da CET acompanharam a +;Irrelevante;0;;;;27/06/2017 11:00
@anabellbar ...rua Ìlvaro de Carvalho, rua João Adolfo e término no Vale do Anhangabaú.;Irrelevante;0;;;;27/06/2017 11:00
@anabellbar ...e, a partir das 10h30, a saóda da Av Paulista, sent Consolação, entrando na rua Augusta até a rua Martins Fontes, +;Irrelevante;0;;;;27/06/2017 10:59
@anabellbar ...Pela programação definida c/ os organizadores, a concentração no MASP estava prevista p/ às 10h +;Irrelevante;0;;;;27/06/2017 10:59
@paulacelitti por dia em 3 turnos para promover o restabelecimento das falhas no tempo mais breve possóvel. Agradecemos sua manifestação.;Irrelevante;0;;;;27/06/2017 10:59
@anabellbar A CET iniciou às 9h de dom (25) a operação na região da Consolação p/ a realização do evento ‰ÛúGo Skate Day‰Û+;Irrelevante;0;;;;27/06/2017 10:59
@paulacelitti Olá, entendemos a situação e informamos que a @CETSP_ mantém equipes para o trabalho de manutenção dos semáforos 24 horas (+);Irrelevante;0;;;;27/06/2017 10:59
Ligação sentido Penha, sobre Glicério, interditada a faixa da direita. Utilizar como alternativa pista lateral para acessar a Radial Leste.;Evento Urbano;3;;;;27/06/2017 10:57
@grgaia8 Olá, caso já possua nå¼ de protocolo aberto que não tenha sido satisfatoriamente resolvido, acesse Ouvidoria https://t.co/XcjEuyiqML;Irrelevante;0;;;;27/06/2017 10:50
@Diii_Santos Olá, p/ solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK ou ligue para o fone 1188;Irrelevante;0;;;;27/06/2017 10:46
@vilanova261 de ônibus à esquerda que compõem os corredores exclusivos de ônibus do sistema de transporte público: https://t.co/vEjkOZl1gv;Irrelevante;0;;;;27/06/2017 10:43
@vilanova261 Olá, é proibido o embarque e o desembarque de passageiros de veóculos automotores de passageiros e de uso misto nas faixas (+);Irrelevante;0;;;;27/06/2017 10:43
Nunca estacione próximo ao cruzamento, isto reduz o ângulo de visibilidade dos demais motoristas. Evite acidentes.... https://t.co/F1pnfahePq;Irrelevante;0;;;;27/06/2017 10:20
Trânsito na região do Transamérica Expo Center (TEC) será monitorado, das 8h às 20h, para realização de evento: https://t.co/C0tcRuaV4S;Evento Social;2;;;;27/06/2017 07:00
Ligação sentido Penha interditada sobre Glicério. Utilizar pista lateral para acessar a Radial Leste. #ZonaLeste;Evento Urbano;3;;;;27/06/2017 06:06
Túnel Max Feffer será interditado, sentido Centro, das 23h30 às 4h30, para serviços de manutenção. Alternativa: https://t.co/pNQoBT7Ijw;Evento Urbano;3;;;;26/06/2017 22:00
Conheça os cursos de Ensino a Distância (EAD) promovidos pela @CETSP_ e inscreva-se: https://t.co/0pKRtNgduw... https://t.co/D2Ci3mlwqR;Irrelevante;0;;;;26/06/2017 20:00
Preciso correr quando o vermelho começa a piscar? Quando posso iniciar a travessia? Tire suas dúvidas aqui:... https://t.co/URbHWy5rqa;Irrelevante;0;;;;26/06/2017 18:36
Aquele momento em que descubro as facilidades da Zona Azul Digital #HarryPotter20 https://t.co/eU1KIUuww0 https://t.co/JP7Cs74Z0Y;Irrelevante;0;;;;26/06/2017 18:14
@marco__aurellio...terão até duas horas para chegar ao local da falha. Agradecemos o contato.;Irrelevante;0;;;;26/06/2017 17:23
@marco__aurellio...ampliadas e as empresas vencedoras ficarão responsáveis pela manutenção dos semáforos e +;Irrelevante;0;;;;26/06/2017 17:22
@marco__aurellio...o restabelecimento das falhas no tempo mais breve possóvel. Com a licitação marcada p/ o dia 05/07, as equipes serão +;Irrelevante;0;;;;26/06/2017 17:22
@marco__aurellio, Olá, a CET mantém equipes para o trabalho de manutenção dos semáforos 24 horas por dia em três turnos para promover +;Irrelevante;0;;;;26/06/2017 17:21
#FiquePorDentro dos preços e horários de funcionamento dos estacionamentos CET. Acesse: https://t.co/oN4qNbItKL https://t.co/Z320e1Jqbs;Irrelevante;0;;;;26/06/2017 16:00
@mateuspalauro Boa tarde! Sua informação foi cadastrada. Agradecemos o contato.;Irrelevante;0;;;;26/06/2017 15:56
@mateuspalauro, Olá, p/ solicitar fiscalização, por favor, ligue grátis p/ 1188, no momento da infração. O serviço funciona 24h;Irrelevante;0;;;;26/06/2017 15:55
@cardozo74 Olá, p/ solicitar manutenção de semáforos, por favor, ligue grátis 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;26/06/2017 15:33
@_luizdeoliveira, por favor, formalize sua reclamação junto à Ouvidoria neste link: https://t.co/MJLfqHBTYS;Irrelevante;0;;;;26/06/2017 15:21
@_luizdeoliveira, Olá, orientamos que use o protocolo p/ saber o andamento do processo, junto ao canal utilizado: https://t.co/GjeNERqvfb;Irrelevante;0;;;;26/06/2017 15:02
@AdrianaAshihara, para solicitar remoção de veóculo abandonado, por favor, ligue 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;26/06/2017 14:51
@IlmaMadrona Olá, para essa solicitação, por favor, acesse o Portal #SP156:  https://t.co/0kVk1pmqWK. Agradecemos o contato.;Irrelevante;0;;;;26/06/2017 14:45
@d3oliveira, Olá, para solicitar fiscalização de trânsito ligue gratuitamente p/ 1188, no momento da infração.;Irrelevante;0;;;;26/06/2017 14:31
Respeite a sinalização. Ela existe para organizar, orientar e auxiliar a todos no trânsito, permitindo mais seguran... https://t.co/HweokWEB7s;Irrelevante;0;;;;26/06/2017 13:00
Entrega de viaturas para a CET https://t.co/2QFZsJ3n8n;Irrelevante;0;;;;26/06/2017 11:12
@DanielHoeBr Olá, p/ solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK  ou ligue p/ o fone 1188.;Irrelevante;0;;;;26/06/2017 10:07
@wiru46 Olá, para solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK  ou ligue para o fone 1188.;Irrelevante;0;;;;26/06/2017 10:06
@lrosalves Olá, para solicitar fiscalização de trânsito, por favor, ligue para o fone 1188, no momento da infração.;Irrelevante;0;;;;26/06/2017 10:05
@ail_juniorr Olá, para solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK ou ligue p/ o fone 1188;Irrelevante;0;;;;26/06/2017 10:01
Você conhece sinalização de trânsito? Faça o teste e descubra: https://t.co/6YUq0V98oR https://t.co/gYKpQScLyN;Irrelevante;0;;;;26/06/2017 10:00
@OCaioMario Olá, para solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK ou ligue p/ o fone 1188.;Irrelevante;0;;;;26/06/2017 10:00
@KoNassif Olá, para solicitar manutenção semafórica, por favor, ligue para o fone 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;26/06/2017 09:58
Você pode obter informações sobre veóculos guinchados pelo fone 1188 ou pelo site da Prefeitura de São Paulo: https://t.co/iUoJGe1phM;Irrelevante;0;;;;26/06/2017 07:00
Ligação sentido Penha interditada sobre Glicério. Utilizar pista lateral para acessar a Radial Leste. #ZonaLeste;Evento Urbano;3;;;;26/06/2017 05:45
O ambiente seguro na via pública sempre deve ser o objetivo principal. Todos têm o direito de transitar sem correr... https://t.co/nau3C3rAWl;Irrelevante;0;;;;25/06/2017 22:00
@Ricardo_Kanaan Boa noite! Sua informação foi cadastrada, agradecemos o contato.;Irrelevante;0;;;;25/06/2017 20:27
#TúnelDaherEliasCutait (Nove de Julho) será interditado em ambos os sentidos, das 23h30 às 4h30, p/ manutenção: https://t.co/NZyRiZnMvj;Evento Urbano;3;;;;25/06/2017 19:00
Minirrotatória, essa incompreendida. Assista ao vódeo de como usá-la corretamente:;Irrelevante;0;;;;
"https://t.co/WyyxqkrkuA""";Irrelevante;0;;;;25/06/2017 16:00
@juliocesarfont2  Boa tarde! Sua informação foi cadastrada, agradecemos o contato.;Irrelevante;0;;;;25/06/2017 15:18
Palestras sobre Sustentabilidade & Mobilidade são ministradas gratuitamente em escolas/instituições. Saiba:... https://t.co/rdZd3Ikr5f;Irrelevante;0;;;;25/06/2017 13:00
Trânsito na região do Sambódromo do #Anhembi será monitorado, das 12 às 23h, p/ o ‰ÛúArraial da Cidade 2017‰Û: https://t.co/O8nzLStaRO;Evento Social;2;;;;25/06/2017 10:00
Trecho da #RuaDarzan será interditado, das 12h às 17h, p/ estacionamento de guindaste. Desvios: https://t.co/RQNfddj21g;Evento Urbano;3;;;;25/06/2017 07:00
Trecho da #RuaMichelMilan será interditado, das 6h às 18h, p/ desmontagem de grua. Desvio: https://t.co/UFACVFZ2bo;Evento Urbano;3;;;;25/06/2017 04:00
Trânsito na #MarginalPinheiros, região de #CidadeJardim, será monitorado, das 3h30 às 10h30, p/ #corrida: https://t.co/ULBQTYtETx;Evento Social;2;;;;25/06/2017 02:00
Conheça o #TeatroDeFantoches, que tem por objetivo despertar hábitos e comportamentos #Seguros nas crianças:... https://t.co/jWaydgm0B5;Irrelevante;0;;;;24/06/2017 22:00
Trecho da #AvenidaAricanduva será parcialmente interditado, das 22h às 5h, p/ estacionamento de guindaste: https://t.co/KNg61g6x8u;Evento Urbano;3;;;;24/06/2017 19:00
Trânsito na região do Parque Anhangabaú será monitorado, das 18h às 21h, p/ a corrida ‰ÛúUP Night Run‰Û. Percurso: https://t.co/OT0KKMoD9l;Evento Social;2;;;;24/06/2017 16:00
Veóculo estacionado em local proibido na via pública? Ligue gratuitamente p/ 1188 no momento da infração e solicite... https://t.co/FZvSqiuA25;Irrelevante;0;;;;24/06/2017 13:00
Neste sábado nossa equipe está no portão 3 do Parque do Ibirapuera, tirando dúvidas sobre Zona Azul Digital _Ù÷  https://t.co/ujnDZh4VsO;Irrelevante;0;;;;24/06/2017 12:06
Trânsito na região do Sambódromo do #Anhembi será monitorado, das 12 às 23h, p/ ;Evento Social;2;;;;
" o ‰ÛúArraial da Cidade 2017‰Û: https://t.co/O8nzLStaRO""";Irrelevante;0;;;;24/06/2017 10:00
Trânsito será monitorado em #ErmelinoMatarazzo e #ItaimPaulista, das 8h às 13h, p/ o Programa #BairroLindo: https://t.co/cVEltHiXvm;Evento Social;2;;;;24/06/2017 07:00
Trecho da #AvenidaJurucê será interditado, das 8h às 16h, p/ estacionamento de guindaste. Desvios: https://t.co/MdK9H5ZT0n;Evento Urbano;3;;;;24/06/2017 06:00
Trânsito na região do #TransaméricaExpoCenter será monitorado, das 8h às 0h30, p/ evento. Alterações: https://t.co/7GhrYkFsfY;Irrelevante;0;;;;24/06/2017 05:00
Trecho da #RuaLeônciodeCarvalho será interditado, das 7h às 11h, p/ estacionamento de guindaste. Desvios: https://t.co/wvefmwlbXm;Evento Urbano;3;;;;24/06/2017 04:30
Av. Pe. José Maria, sentido Lgo 13, junto a rua Br. do Rio Branco. Via liberada. #ZS;Irrelevante;0;Av. Pernambuco, Porto Alegre - RS, Brazil;-300.048.372;-511.992.209;24/06/2017 04:06
Trecho da #RuaMichelMilan será interditado, das 6h às 18h, p/ desmontagem de grua. Desvio: https://t.co/UFACVFZ2bo;Evento Urbano;3;;;;24/06/2017 04:00
Interferência bloqueia a Av. Pe. José Maria, sentido Lgo 13, junto a rua Br. do Rio Branco. Evite a região. #ZS;Evento Urbano;3;Av. Pernambuco, Porto Alegre - RS, Brazil;-300.048.372;-511.992.209;24/06/2017 01:11
O fim de semana chegou! Que dele fiquem boas recordações. Se for beber planeje a volta em segurança:... https://t.co/esK8NbNhkg;Irrelevante;0;;;;23/06/2017 22:00
@Maskara14  Boa noite! Sua informação foi cadastrada. Agradecemos o contato;Irrelevante;0;;;;23/06/2017 21:12
@BetoAltieri Boa tarde, o Tunel Janio Quadros tem sua mão invertida dependendo do horário de pico, maiores detalhes e horários ligue 1188.;Irrelevante;0;;;;23/06/2017 19:47
#TúnelPresidenteJânio Quadros, sentido único (Bairro), será interditado, das 23h30 às 4h30, p/ limpeza. Desvios: https://t.co/V5uRK7qa8D;Evento Urbano;3;;;;23/06/2017 19:00
@RoseBranco Olá, para informações sobre o assunto, por favor, acesse: https://t.co/TBRuBy90tw. Agradecemos o contato.;Irrelevante;0;;;;23/06/2017 16:25
Usar o celular enquanto dirige, além de ser infração gravóssima, é tão perigoso quanto dirigir embriagado:... https://t.co/yUXgYPhBUQ;Irrelevante;0;;;;23/06/2017 16:00
@CirusMoura Econômica Federal, Bradesco, Itaú, Safra, Banco Panamericano ‰ÛÒ PAN, Daycoval, Citibank, Banco Cooperativo do Brasil ‰ÛÒ BANCOOB;Irrelevante;0;;;;23/06/2017 15:27
@CirusMoura Olá, veja a relação de bancos conveniados: Banco do Brasil, Santander, Banco do Estado do Rio Grande do Sul ‰ÛÒ BANRISUL, Caixa(+);Irrelevante;0;;;;23/06/2017 15:27
@RenataSimoes Olá, para essas solicitações, por favor, acesse o Portal #SP156: https://t.co/0kVk1p4Pya ou ligue gratuitamente p/ o fone 1188;Irrelevante;0;;;;23/06/2017 15:14
@WDN100 Olá, p/ solicitar manutenção de sinalização horizontal (pintura de solo), por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;23/06/2017 14:50
Van itinerante da CET esclarecerá dúvidas sobre #ZonaAzulDigital amanhã(24), das 8h às 15h, no #PrqdoIbirapuera:... https://t.co/HJLWUKvF6W;Irrelevante;0;;;;23/06/2017 13:00
@Ricbar58 Assim que a @CETSP_ recebe a informação inicia o processo de reposição para devido restabelecimento.;Irrelevante;0;;;;23/06/2017 12:33
@Ricbar58 Olá, os semáforos apagados na cidade ocorrem por furto de cabos, vandalismo, falta de energia, acidentes e falhas diversas. (+);Irrelevante;0;;;;23/06/2017 12:32
@marcoportugal que trabalham 24 horas por dia em três turnos para promover o restabelecimento das falhas no tempo mais breve possóvel.;Irrelevante;0;;;;23/06/2017 12:26
@marcoportugal Olá, informamos que hoje, o trabalho de manutenção de semáforos é realizado por equipes próprias da CET, com funcionários (+);Irrelevante;0;;;;23/06/2017 12:26
@brgodinho de reposição para devido restabelecimento.;Irrelevante;0;;;;23/06/2017 12:20
@brgodinho Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a @CETSP_ recebe a informação inicia o processo (+);Irrelevante;0;;;;23/06/2017 12:18
@luisclbatista79 Olá, p/ solicitar manutenção semafórica, por favor, acesse o Portal #SP156: https://t.co/0kVk1p4Pya ou ligue p/ o fone 1188;Irrelevante;0;;;;23/06/2017 11:41
@carliedu Olá, quem não possui smartphone pode comprar o CAD em um dos Pontos de Venda. Acesse e saiba mais: https://t.co/9P1lL7lvFw;Irrelevante;0;;;;23/06/2017 10:51
@figueiralves Olá, para solicitar manutenção semafórica, por favor, ligue p/ o fone 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;23/06/2017 10:47
@ch_menezes Olá, para solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK ou ligue p/ o fone 1188.;Irrelevante;0;;;;23/06/2017 10:24
@SamMrsam Olá, para essa solicitação, por favor, acesse o Portal #SP156: https://t.co/0kVk1p4Pya;Irrelevante;0;;;;23/06/2017 10:22
Ponte Eusébio Matoso sentido bairro, via liberada em relação a interferência. #ZO;Irrelevante;0;;;;23/06/2017 07:07
"Conheça o curso a distância ""Pilotagem Segura‰Û promovido pela #CET. Inscreva-se, é gratuito: https://t.co/0DNgtCt5NC https://t.co/YNUDbrQBaj";Irrelevante;0;;;;23/06/2017 07:00
Ponte Eusébio Matoso sentido bairro, duas faixas interditadas devido interferência. Evite a região. #ZO;Evento Urbano;3;;;;23/06/2017 06:36
Ligação sentido Penha interditada sobre Glicério. Utilizar pista lateral para acessar a Radial Leste. #ZonaLeste;Evento Urbano;3;;;;23/06/2017 05:37
Referente ao acidente na Ligação Leste-Oeste altura do Vd. do Glicério.04:17 Via liberada. #ZC;Irrelevante;0;;;;23/06/2017 04:58
Acidente interdita Ligação Leste-Oeste altura do Vd. do Glicério. Evite a região. #ZC;Acidente;1;;;;23/06/2017 01:18
@brunotikami Boa noite! Sim a Av. dos Bandeirantes é área de rodózio municipal, para mais informações acesse: https://t.co/lhnIZgbNYy;Evento Urbano;3;Av. dos Bandeirantes, 2001 - Vila Olimpia, São Paulo - SP, 04553-011, Brazil;-236.074.317;-466.775.326;22/06/2017 21:01
#TúnelPapaJoãoPauloII (Anhangabaú), sent Aeroporto, será parcialmente interditado, das 23h30 às 4h30, p/ limpeza: https://t.co/Cpu5csz1m4;Evento Urbano;3;;;;22/06/2017 21:00
@juliocesarfont2  Boa noite! Sua informação foi cadastrada, agradecemos o contato.;Irrelevante;0;;;;22/06/2017 19:21
#TúnelFernandoVieiradeMello será interditado, em ambos os sentidos, das 23h30 4h30, p/ manutenção. Desvio: https://t.co/QsPcJxhmgH;Evento Urbano;3;;;;22/06/2017 19:00
#TúnelMaxFeffer, sentido Bairro, será interditado, das 23h30 às 4h30, p/ manutenção. Alternativa: https://t.co/YrfkhXfyHG;Evento Urbano;3;;;;22/06/2017 16:00
@Jamar_Moizinho Boa tarde! Informação cadastrada. Agradecemos o contato.;Irrelevante;0;;;;22/06/2017 15:23
R. Lóbero Badaró liberada em relação a manifestação junto Av. São João. #ZC;Irrelevante;0;R. Lóbero Badaró, São Paulo - SP, Brazil;-235.464.023;-466.362.263;22/06/2017 15:18
@ail_juniorr Olá, manutenção do pavimento é responsabilidade das Prefeituras Regionais. Envie sua solicitação aqui: https://t.co/PuyOZbUjT4;Irrelevante;0;;;;22/06/2017 15:02
@Rapha_Tunga e/ou na presença de agente de trânsito. Para solicitar fiscalização de trânsito ligue para o fone 1188, no momento da infração.;Irrelevante;0;;;;22/06/2017 14:13
@Rapha_Tunga Olá, a legislação de trânsito apenas autoriza autuar infrações na via pública por equipamento regulamentado pelo CONTRAN (+);Irrelevante;0;;;;22/06/2017 14:12
@vptwitando empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPai1k.;Irrelevante;0;;;;22/06/2017 14:00
@vptwitando de reposição para devido restabelecimento. Informamos que já foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;22/06/2017 13:59
@vptwitando Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a @CETSP_ recebe a informação inicia o processo (+);Irrelevante;0;;;;22/06/2017 13:59
@betobrk empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPrTpU.;Irrelevante;0;;;;22/06/2017 13:56
@betobrk de reposição para devido restabelecimento. Informamos que já foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;22/06/2017 13:56
@betobrk Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a @CETSP_ recebe a informação inicia o processo (+);Irrelevante;0;;;;22/06/2017 13:56
@rihorvath empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPrTpU. Agradecemos o contato.;Irrelevante;0;;;;22/06/2017 13:51
@rihorvath de reposição para devido restabelecimento. Informamos que já foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;22/06/2017 13:51
@rihorvath Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a @CETSP_ recebe a informação inicia o processo (+);Irrelevante;0;;;;22/06/2017 13:51
@CLasarin Olá, para solicitar fiscalização de trânsito, por favor, ligue para o fone 1188, no momento da infração.;Irrelevante;0;;;;22/06/2017 13:45
Trânsito na região do #TransaméricaExpoCenter monitorado até as 23h p/ evento. Alterações no Sistema Viário: https://t.co/7GhrYkFsfY;Irrelevante;0;;;;22/06/2017 13:00
Manifestação interdita R. Lóbero Badaró junto Av. São João. Evite a região. #ZC;Evento Social;2;;;;22/06/2017 12:38
@luizrmgarcia Olá, para solicitar remoção de veóculo abandonado, por favor, acesse o Portal #SP156: https://t.co/UVF352DOvF;Irrelevante;0;;;;22/06/2017 11:40
@ToninhoFera13 que para a notificação da penalidade não existe prazo para a expedição e para a notificação. Agradecemos o contato.;Irrelevante;0;;;;22/06/2017 11:38
@ToninhoFera13 dias e o proprietário porque tem até 30 dias, após ser notificado para interpor recurso e/ou pagar a multa. Cabe ressaltar(+);Irrelevante;0;;;;22/06/2017 11:38
@ToninhoFera13  exemplo, por 40 dias, o órgão e o proprietário do veóculo estão cobertos pela lei. Porque o órgão expediu dentro dos 30 (+);Irrelevante;0;;;;22/06/2017 11:36
@ToninhoFera13 Se o órgão expedir a notificação da autuação em qualquer dia dentro dos 30 dias e os Correios entrarem em greve, por (+);Irrelevante;0;;;;22/06/2017 11:36
Manifestação em movimento R Lóbero Badaró próximo da Av São João. Evite a região. #ZC;Evento Social;2;;;;22/06/2017 11:28
Trânsito na região da @A_Corinthians será monitorado, das 17h45 às 22h30, p/ @Corinthians X @ecbahia_oficial: https://t.co/nUmcZvBoll;Irrelevante;0;;;;22/06/2017 11:00
@aleguerzoni Olá, p/ solicitar fiscalização de ambulantes, por favor, acesse o Portal #SP156: https://t.co/UETyzYiWVL. Agradecemos o contato;Irrelevante;0;;;;22/06/2017 10:57
@cianafliz Olá, para solicitar manutenção de semáforos, por favor, acesse o Portal #SP156: https://t.co/0kVk1p4Pya ou ligue para o fone 1188;Irrelevante;0;;;;22/06/2017 10:53
@ToninhoFera13 O órgão ou entidade de trânsito tem 30 dias da data da infração p/ expedir a notificação da autuação: https://t.co/YTdLRFhYA7;Irrelevante;0;;;;22/06/2017 10:51
Marginal Tietê sentido Castelo Branco, pista central liberada, em relação a interferência, antes da ponte do Limão. #ZN;Irrelevante;0;;;;22/06/2017 10:24
Marginal Pinheiros, sentido Castelo Branco, pista expressa liberada, em relação a interferência, após ponte Itapaiuna. #ZS;Irrelevante;0;;;;22/06/2017 10:03
Marginal Tietê sentido Castelo Branco, pista central interditada devido interferência, antes da ponte do Limão. Evite a região.#ZN;Evento Urbano;3;;;;22/06/2017 10:00
Marginal Pinheiros, sentido Castelo Branco, pista expressa, faixa da esquerda interditada devido interferência, após ponte Itapaiuna. #ZS;Evento Urbano;3;;;;22/06/2017 09:29
A #ZonaAzulDigital é prática, rápida, segura e você mesmo ativa seu Cartão Azul Digital - CAD - Saiba mais:... https://t.co/GbhIRGChg5;Irrelevante;0;;;;22/06/2017 08:00
Ligação sentido Penha interditada sobre Glicério. Utilizar pista lateral para acessar a Radial Leste. #ZonaLeste;Evento Urbano;3;;;;22/06/2017 06:34
A passagem sob a #PraçaFranklinRoosevelt, em ambos sentidos, será interditada, das 23h30 às 4h30, p/ limpeza: https://t.co/YByYcHFuQ5;Evento Urbano;3;;;;21/06/2017 22:00
#ComplexoViárioMariaMaluf, sentido Imigrantes, será interditado, das 23h30 às 4h30, p/ manutenção. Alternativas: https://t.co/qpLxBAsMYv;Evento Urbano;3;;;;21/06/2017 19:00
@leycePardo Olá, para solicitar manutenção de semáforos, por favor, ligue p/ o fone 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;21/06/2017 17:23
@laundrobat empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPrTpU. Agradecemos o contato.;Irrelevante;0;;;;21/06/2017 17:06
@laundrobat de reposição para devido restabelecimento. Informamos que já foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;21/06/2017 17:05
@laundrobat Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a @CETSP_ recebe a informação inicia o processo (+);Irrelevante;0;;;;21/06/2017 17:05
@dresobral ampliadas e empresas vencedoras terão até 2 horas p/ chegar ao local da falha. Tempo do conserto dependerá do problema detectado.;Irrelevante;0;;;;21/06/2017 16:16
@dresobral Hoje, o trabalho de manutenção dos semáforos é realizado por equipes próprias da CET. Com a licitação, essas equipes serão (+);Irrelevante;0;;;;21/06/2017 16:15
#TúnelAyrtonSennaII, sent Centro, será interditado, das 23h30 às 04h30, p/ limpeza. Alternativas: https://t.co/I8NdA4NRdt;Evento Urbano;3;;;;21/06/2017 16:00
Trânsito na região do @AllianzParque monitorado até à 0h, p/ jogo @SEPalmeiras X @ACGOficial. Interdições: https://t.co/llrIk1dOdF;Evento Social;2;;;;21/06/2017 14:30
@AltaoLopes devidamente sinalizado e identificado.;Irrelevante;0;;;;21/06/2017 14:18
@AltaoLopes Olá, o CTB permite a livre parada e estacionamento do veóculo para a realização do serviço de fiscalização, desde que (+);Irrelevante;0;;;;21/06/2017 14:17
@AllanJPinna Olá, para essas solicitações, por favor, acesse o Portal #SP156: https://t.co/0kVk1pmqWK. Agradecemos o contato.;Irrelevante;0;;;;21/06/2017 14:14
@XimaRoots Olá, para solicitar fiscalização de trânsito, por favor, ligue para o fone 1188, no momento da infração. Agradecemos o contato.;Irrelevante;0;;;;21/06/2017 14:06
@RodrigoKamia Olá, para essa solicitação, por favor, ligue para o fone 1188. A ligação é gratuita e o serviço funciona 24hs.;Irrelevante;0;;;;21/06/2017 14:05
@mapuntel empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPrTpU. Agradecemos o contato.;Irrelevante;0;;;;21/06/2017 13:49
@mapuntel de reposição para devido restabelecimento. Informamos que já foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;21/06/2017 13:48
@mapuntel Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a @CETSP_ recebe a informação inicia o processo (+);Irrelevante;0;;;;21/06/2017 13:47
@paulacelitti empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPai1k;Irrelevante;0;;;;21/06/2017 13:45
@paulacelitti de reposição para devido restabelecimento. Informamos que já  foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;21/06/2017 13:45
@paulacelitti Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a CET recebe a informação inicia o processo (+);Irrelevante;0;;;;21/06/2017 13:45
@fsmonteirog Olá, para solicitar manutenção de semáforos, por favor, ligue p/ fone 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;21/06/2017 13:44
@gustavopapa Olá, por favor solicite manutenção semafórica pelo tel 1188 ou pelo Portal #SP156 https://t.co/0kVk1p4Pya Agradecemos o contato;Irrelevante;0;;;;21/06/2017 13:41
@Rafinhamendola Olá, para solicitações sobre semáforos, por favor, ligue para o fone 1188 ou acesse o Portal #SP156: https://t.co/0kVk1pmqWK;Irrelevante;0;;;;21/06/2017 13:36
@RodrigoKamia empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPrTpU.;Irrelevante;0;;;;21/06/2017 13:32
@RodrigoKamia de reposição para devido restabelecimento. Informamos que já  foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;21/06/2017 13:29
@RodrigoKamia Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a CET recebe a informação inicia o processo (+);Irrelevante;0;;;;21/06/2017 13:28
@cadeirantes_Br empresas que farão a manutenção dos semáforos da cidade de São Paulo: https://t.co/jRmlbPrTpU. Agradecemos o contato.;Irrelevante;0;;;;21/06/2017 11:40
@cadeirantes_Br de reposição para devido restabelecimento. Informamos que já  foi dado prosseguimento à licitação para contratar novas (+);Irrelevante;0;;;;21/06/2017 11:39
@cadeirantes_Br Olá, em alguns cruzamentos há furto e vandalismo nos equipamentos, assim que a CET recebe a informação inicia o processo (+);Irrelevante;0;;;;21/06/2017 11:39
"Parar em fila dupla não tem desculpa. Mesmo ""um minutinho"" prejudica muita gente: https://t.co/sjvUcgiqCO #Respeiteasinalização";Irrelevante;0;;;;21/06/2017 10:00
Localize no mapa os Pontos de Venda mais próximos às vagas p/ a compra de CAD (Cartão Azul Digital):... https://t.co/3rc1l8OKid;Irrelevante;0;;;;21/06/2017 07:00
